"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000104279",2364.54709786212,0.19873336312407,0.150884610907913,1.31712148726261,0.187797905613663,0.506579368579685
"ENSDARG00000103783",943.582521291789,-0.0593091973823001,0.0791652637327691,-0.749182085497811,0.453747465167632,0.744926936465311
"ENSDARG00000103519",243.062540582377,0.109418750410985,0.143383783200307,0.763118031682337,0.445393007198276,0.739397956451153
"ENSDARG00000100307",141.941482203384,0.351611169340149,0.241291419101368,1.4572054433168,0.14505967849355,0.453282660581394
"ENSDARG00000101089",798.985202122284,-0.147024688572235,0.127425663460227,-1.15380751867245,0.248579090992186,0.575695515954584
"ENSDARG00000115421",177.964643140818,-0.118296263016556,0.126925810618829,-0.932011089311154,0.351330794528491,0.67046889081275
"ENSDARG00000087646",51.6557687255591,0.210477644564356,0.281228290339721,0.74842272912907,0.454205217054428,0.744979923645082
"ENSDARG00000067781",23.5367681862016,-0.421221095805618,0.363701388162442,-1.15815091587576,0.246802454893786,0.574123068229208
"ENSDARG00000099108",58.898155650613,0.0428853031792947,0.243489355669447,0.176128040839347,0.860193351863436,0.950617594434771
"ENSDARG00000001870",5262.18728111415,0.114924688057539,0.0621819188310033,1.84820105616038,0.0645732627036369,0.313600631559378
"ENSDARG00000002791",636.33473481204,0.182710948679851,0.106652423689464,1.71314389639979,0.0866860700563738,0.359572669683266
"ENSDARG00000007739",2154.31187906898,0.0080926643976052,0.10667336958267,0.0758639614485369,0.939527328798394,0.979726661330788
"ENSDARG00000039131",1182.13979912118,4.60306719446053e-05,0.10122251965197,0.000454747343801272,0.99963716412782,0.999791191425837
"ENSDARG00000040252",270.796657507628,0.0968725229470832,0.111809004541263,0.866410745221623,0.38626495345603,0.696715212916754
"ENSDARG00000089477",119.323640357854,0.320489333637581,0.172993992374552,1.85260383460995,0.0639391624398817,0.312836007585884
"ENSDARG00000095102",1.5320967254681,1.62599357606389,1.44914139842308,1.12203928328406,0.261845737648781,NA
"ENSDARG00000075505",55.7158197789719,0.585081376642106,0.236438962042952,2.47455568061503,0.0133402024343202,0.147682639001431
"ENSDARG00000018460",1038.76662210104,0.107547742623397,0.0879475114408536,1.22286282876492,0.221381510175226,0.545691411093947
"ENSDARG00000040246",21.2224466603414,0.318972810408197,0.40352712636319,0.790461878691915,0.429258076895477,0.729197428229923
"ENSDARG00000040245",3196.78981770246,-0.0373946945911405,0.0903333334337822,-0.413963408297693,0.678900905167155,0.870574452343989
"ENSDARG00000074381",875.95013735246,0.16723452868675,0.0904281325718783,1.84936395268166,0.0644052768817772,0.313587531467915
"ENSDARG00000095179",11.7384164275793,-0.430754682398293,0.587052158725999,-0.733758791268397,0.46309576002349,0.750034291294501
"ENSDARG00000070581",12.3306267929104,-0.42043616926281,0.477930621356059,-0.879701258877038,0.379021167239856,0.691682038909104
"ENSDARG00000103156",47.474973298796,0.10748306758327,0.273697940197398,0.392706892517168,0.694535979342251,0.876878788900205
"ENSDARG00000103647",97.0029057441895,0.114027587897983,0.216828096269309,0.525889355945627,0.598965084845251,0.829144641679811
"ENSDARG00000098769",456.773859367396,-0.103513572563483,0.0995820792265552,-1.03947992819053,0.29858158825371,0.625476122668229
"ENSDARG00000078308",801.204279733098,-0.198598881777808,0.11714068458915,-1.695387750843,0.0900018880605653,0.3653477219451
"ENSDARG00000033928",2652.88950432586,0.132928005002653,0.0828798892617801,1.60386320718641,0.108744208418519,0.397517546561634
"ENSDARG00000031164",2763.55609176957,-0.200354089401274,0.0958607873596633,-2.09005261608752,0.0366130734840066,0.240543606441317
"ENSDARG00000037777",236.637121859747,0.274360818744335,0.17582164831593,1.56044958838824,0.118653674146402,0.413927444760461
"ENSDARG00000030350",67.6509910605609,-0.279063478783787,0.242792216931139,-1.14939219350238,0.250394297574308,0.577237854464839
"ENSDARG00000006526",10028.7325115932,0.266825201469399,0.115821117956992,2.30376986663588,0.0212355655026376,0.185103029110502
"ENSDARG00000077688",4.45353706637192,0.370253493611886,0.80364431918435,0.46071811219629,0.645000858679587,NA
"ENSDARG00000096546",1438.17063168079,0.0390148220410315,0.0821723499794538,0.474792579873725,0.634934822319799,0.846159717700072
"ENSDARG00000092671",160.814120574401,-0.0115404349854317,0.179400372679287,-0.0643278205785141,0.948709201706803,0.982409693423907
"ENSDARG00000113935",8.77774372411641,-0.0906955377890204,0.547966273720496,-0.16551299256655,0.868540224278909,NA
"ENSDARG00000063297",165.373201866424,0.148076098398796,0.179300180102532,0.825855826324986,0.408885881304595,0.714799445260157
"ENSDARG00000027078",976.163413840324,-0.0171616681036039,0.095654947677177,-0.179412236589395,0.857614023868185,0.94943289198331
"ENSDARG00000017537",27.7936911725753,-0.191764759892887,0.327851435492211,-0.584913589306042,0.558605820668318,0.807285384812193
"ENSDARG00000063270",324.656710771875,0.314849986742446,0.153759378441288,2.04767988745915,0.040591375830054,0.250331633634901
"ENSDARG00000018008",10.6252446907887,-0.0360232789396296,0.55769755938206,-0.0645928574253474,0.948498171783977,NA
"ENSDARG00000074031",194.138485627939,-0.173081098387798,0.13873835873531,-1.24753600925904,0.212201025290912,0.534488257610956
"ENSDARG00000043247",253.655024738552,-0.043925148278856,0.120375924311036,-0.364899779837695,0.715186218659397,0.886381188642721
"ENSDARG00000113848",48.9328642998653,0.703138578605682,0.401922295451782,1.74943909945408,0.0802151472299621,0.346715329724447
"ENSDARG00000063253",136.426280345229,0.14609796887338,0.205234842529563,0.71185753389966,0.476553001115702,0.758472953880349
"ENSDARG00000073857",140.107956678022,0.523582740507491,0.215436314791963,2.43033650577012,0.0150848101180875,0.156746923372181
"ENSDARG00000070558",11.9807653125278,-0.547050883453615,0.531298864885606,-1.02964813141733,0.303175212307835,0.629657102456712
"ENSDARG00000025754",388.107040632175,0.00342174952308422,0.0994097560638423,0.0344206610957452,0.972541708060705,0.99049710675032
"ENSDARG00000063207",76.5035966366265,0.627115206643984,0.232570964515362,2.69644668650184,0.00700836153740259,0.107230349784316
"ENSDARG00000090408",23.5401262285784,1.12261632906176,0.418548764520835,2.68216376255931,0.00731476425254553,0.108943835419556
"ENSDARG00000013741",245.907549388536,-0.201313352064903,0.12811213891328,-1.57138389673732,0.116093504153454,0.409100399272567
"ENSDARG00000017441",3586.63151190323,-0.315656449254749,0.15306598064998,-2.06222472109311,0.0391863461565852,0.246962677681628
"ENSDARG00000037713",261.606446832472,-0.218840083376444,0.169722007329157,-1.28940310582132,0.197257982237361,0.516491427224894
"ENSDARG00000021688",3.84476561679907,-0.293607407853453,0.821197469462207,-0.357535694850269,0.720690809046404,NA
"ENSDARG00000004953",1.62925134313773,-0.226430043820472,1.26216549750796,-0.179398061718165,0.857625153224261,NA
"ENSDARG00000074050",105.052236439595,-0.0856279699666042,0.199402117376696,-0.429423574298572,0.66761500087186,0.863977454443487
"ENSDARG00000018319",657.747707269438,-0.0337038138409742,0.0840469321876554,-0.401011827126803,0.688411416263356,0.873282046170065
"ENSDARG00000098730",184.35691565615,-0.194830248628098,0.132019459181,-1.4757691770346,0.140005867909837,0.447052481958869
"ENSDARG00000079779",193.886276262784,0.0214188962993653,0.158131312112317,0.135450063704979,0.892256043696042,0.962417175392258
"ENSDARG00000089090",12.9806957505875,0.684253631727045,0.591789672851274,1.1562446306815,0.247581109104168,0.574904237727815
"ENSDARG00000099359",77.9331639731825,0.76840810006887,0.21521334090774,3.57044826695144,0.00035637083495634,0.0185056247176128
"ENSDARG00000092361",1.63590642925115,2.50112503459311,1.64862555118374,1.51709709509068,0.129242171577991,NA
"ENSDARG00000103767",35.8193366345869,0.701153126991862,0.349316564236744,2.00721408251532,0.0447268727775906,0.262893568849388
"ENSDARG00000107486",9.02570675176222,-0.416821494596621,0.522344081987488,-0.79798261140557,0.424880580952,NA
"ENSDARG00000100166",1247.56549031558,0.119740015720811,0.0723576741447456,1.65483505566087,0.0979579609199605,0.378779859609688
"ENSDARG00000074212",25.5821495502151,0.391188598321354,0.356606211811558,1.09697639963734,0.272651708957475,0.597630203571466
"ENSDARG00000062929",450.298983888488,0.0920698678544969,0.0972489204217022,0.946744369554466,0.343769055290333,0.666024755115774
"ENSDARG00000022668",26.1542568738952,0.186858775433457,0.337181394445021,0.554178784808144,0.579456495952064,0.818790824009472
"ENSDARG00000099708",24.3803341607654,0.75350243153061,0.414117501837232,1.8195377596641,0.0688294274924105,0.322267026426682
"ENSDARG00000025034",648.478389747505,-0.0340894514957552,0.0889494632071985,-0.383245162664415,0.701537994628939,0.879870681778726
"ENSDARG00000078474",11.6318358960442,0.85618016372434,0.465857775427853,1.83785740817143,0.0660834196252641,0.318131626789312
"ENSDARG00000063003",244.880270347445,-0.0147537575557005,0.118888695246449,-0.124097228295061,0.901238292697051,0.96504815966715
"ENSDARG00000002377",238.65726758443,0.0345611429864358,0.124705282577028,0.27714257385278,0.781670632424443,0.916128331339223
"ENSDARG00000015803",84.8940232127939,-0.00600593423777955,0.195195725013032,-0.0307687795794635,0.975453938912041,0.991189552455159
"ENSDARG00000037739",161.341480233591,-0.0320636205538769,0.159691915974747,-0.200784243574028,0.840867283843524,0.941957089577334
"ENSDARG00000076176",132.136165409775,-0.0237281127989016,0.184327393432014,-0.128728087329316,0.897572809837497,0.963873880447425
"ENSDARG00000113858",34.2302207592996,1.70949705139979,0.459129542051244,3.72334362054401,0.000196601653001476,0.0120390691474772
"ENSDARG00000100771",8.77332930819794,-0.366199211942124,0.557181788686978,-0.657234711143534,0.511030009634025,NA
"ENSDARG00000079873",75.0926465330198,0.174089635764549,0.208042855909961,0.836796990711826,0.402706689214973,0.710199087003576
"ENSDARG00000007443",74.5716758025131,-0.072757071371227,0.272487697293877,-0.267010481918231,0.789461090598342,0.919981212441421
"ENSDARG00000037746",23932.3117360723,0.0953149439827717,0.245117553546183,0.388854011488872,0.697384143495405,0.878179088611356
"ENSDARG00000037747",301.381438714191,0.168189974812649,0.176500620369796,0.952914354976568,0.34063346621678,0.662521264967184
"ENSDARG00000079361",14.8475516273779,0.191100599375831,0.420946918076782,0.453977903553563,0.649844730823201,0.854624599400297
"ENSDARG00000012458",2109.37385173259,-0.0960918168675071,0.060084252985488,-1.59928453950681,0.109757393216118,0.399046300502306
"ENSDARG00000070543",184.219370230553,0.125183483739929,0.254557033933634,0.491769886714529,0.622882026778578,0.840101240300544
"ENSDARG00000094206",32.5209775596958,0.254424598320644,0.358126713769978,0.710431778859309,0.477436422273772,0.759010486646841
"ENSDARG00000037758",3.22390446201216,1.45816844735322,1.04432070512981,1.39628414929489,0.16262894505635,NA
"ENSDARG00000008723",406.469475325211,-0.0303887253945815,0.136554250639037,-0.22253957860975,0.823893866330447,0.935164680523012
"ENSDARG00000058460",8.8770861704104,0.623404720553182,0.596365642296683,1.04533976530299,0.295865965143222,NA
"ENSDARG00000088975",79.6586381796564,-0.248934160277296,0.267542993333889,-0.930445447945746,0.35214049664839,0.671027682868587
"ENSDARG00000093053",2.97240839982949,0.599444272012817,1.18707277089658,0.504976852901836,0.613575093755307,NA
"ENSDARG00000058463",152.604661910913,-0.411114826184313,1.24916504008026,-0.329111697008345,0.742071263360649,0.899045213178742
"ENSDARG00000076716",7.56345828957022,-0.159937172637596,0.738518672026123,-0.216564832678921,0.828547494751997,NA
"ENSDARG00000058464",11.2274430072665,-0.669926558830886,0.642992890803444,-1.04188797172203,0.29746362139523,NA
"ENSDARG00000058471",955.087969573877,-0.297437910980625,0.106031824365598,-2.80517583056062,0.00502891382909972,0.0909266843027473
"ENSDARG00000058475",18.2860256136934,0.296061142928811,0.500948555800486,0.591001090832017,0.554519690065914,0.804452203281945
"ENSDARG00000058480",95.6904327222122,-0.535314577924654,0.234998162840488,-2.27795218249436,0.0227294267263075,0.190801140711718
"ENSDARG00000024740",2.67783742995149,0.793882123590189,1.13556819931522,0.699105631937319,0.484486019138125,NA
"ENSDARG00000101597",58.9386847406707,-0.482585404042203,0.224204501541151,-2.15243405339758,0.0313631840531186,0.221521684100972
"ENSDARG00000058445",23.4352833184268,0.0185078929584229,0.43955014278716,0.0421064428305393,0.966413844091644,0.987976521734386
"ENSDARG00000063169",35.1748606861696,0.268671039074014,0.319612548843847,0.840614800782677,0.400563764348698,0.708079909594117
"ENSDARG00000037760",184.337521838445,-0.070622894617019,0.149890462943968,-0.471163363098153,0.637524079421538,0.847816271365802
"ENSDARG00000017834",86.1302246269603,0.0502490958387006,0.207490180692071,0.242175777528835,0.808643963211317,0.927667270651418
"ENSDARG00000074282",524.795952325456,-0.0616444062482908,0.122612064812713,-0.502759710820068,0.615133222981707,0.836650774065587
"ENSDARG00000074372",147.561436087652,0.434529824591632,0.168679049247541,2.576074660902,0.00999290663325512,0.127968095206584
"ENSDARG00000101495",150.334796139476,0.000278108710692084,0.158719937711448,0.00175219770560699,0.998601949218604,0.999614392884808
"ENSDARG00000091916",129.021626458675,0.290816305448958,0.184058020878897,1.58002516847828,0.114101102766953,0.405423005114593
"ENSDARG00000099276",111.203582821671,-0.111497265602489,0.171066217311838,-0.651778401104408,0.514544137112962,0.78096009212788
"ENSDARG00000104995",57.3493326740207,0.217865079077253,0.250283802341407,0.870472148173888,0.384042433485659,0.695614672253173
"ENSDARG00000033852",221.727071539563,-0.175163410987643,0.119038346742547,-1.47148726255819,0.141159389706365,0.44863313636807
"ENSDARG00000037654",183.12670320485,-0.432827891088981,0.168046000728524,-2.57565124556702,0.0100051505263428,0.127968095206584
"ENSDARG00000037652",143.441979220362,0.0344195431869692,0.157287957887324,0.218831394655313,0.826781390126682,0.936898333902042
"ENSDARG00000037646",94.6167709274845,-0.153052544414235,0.216253709330347,-0.707745290881619,0.479103446237108,0.760729077672473
"ENSDARG00000032795",169.196730110942,0.181525115900855,0.17563612309404,1.03352950807085,0.301356168760625,0.627859224837452
"ENSDARG00000018263",220.005578772299,-0.0494544223421398,0.183275626520533,-0.269836329472862,0.787286172266667,0.918722867218602
"ENSDARG00000070490",5.11920053617701,-5.80607822080223,2.29977159997315,-2.52463254214898,0.0115819321153281,NA
"ENSDARG00000015678",4.50995545457451,-0.497047971538651,0.716375874414562,-0.69383683802145,0.487784537673721,NA
"ENSDARG00000076174",271.221787301906,0.213025443070561,0.166032046518486,1.28303810943415,0.199478724939851,0.518871990967312
"ENSDARG00000037647",376.594463901903,-0.121715724154698,0.147949462211248,-0.822684464921596,0.410687451899216,0.715963898910782
"ENSDARG00000008969",2876.79701500311,-0.120567457401718,0.0993818100577066,-1.21317429549441,0.225063189472874,0.549337736877971
"ENSDARG00000020741",3208.65046191639,-0.0502073949020184,0.0710288170644781,-0.706859511069169,0.479653787568821,0.760979968614025
"ENSDARG00000104660",217.199418798851,-0.232429941057059,0.117714985507723,-1.97451446011357,0.0483232748684592,0.273899812075584
"ENSDARG00000096594",42.2116221624478,-0.0462660287010166,0.342208616624319,-0.135198316037167,0.892455078478213,0.962417175392258
"ENSDARG00000077652",24.5128362075229,-0.0449155961200503,0.411689286591721,-0.109100716445395,0.913122606641669,0.969321659350917
"ENSDARG00000089943",33.3771962661458,0.449978659022008,0.342692730893151,1.31306741712683,0.189160231958469,0.507806758356187
"ENSDARG00000077533",2379.43528345845,-0.316201122042339,0.0965622840915485,-3.27458204843783,0.00105818404828763,0.0376251916286695
"ENSDARG00000030563",122.405382375583,-0.0629053699697482,0.15934461915256,-0.394775614666482,0.693008492945014,0.875783917393618
"ENSDARG00000026387",72.1571958214976,0.171437460249305,0.221604736863104,0.77361821175876,0.439156599123795,0.735187109244985
"ENSDARG00000070495",9.12294583436769,1.11542257689372,0.595132496880475,1.874242429611,0.0608970184670699,NA
"ENSDARG00000034785",40.7379353859849,0.0282403962400654,0.268033237363226,0.105361545895875,0.916088928110197,0.970321826570377
"ENSDARG00000070512",295.588605273952,-0.088840739477188,0.104158984714842,-0.852934000080829,0.393695905578798,0.702376579875029
"ENSDARG00000070504",12.1241056418327,1.54635567582707,0.506845322841135,3.05094198592764,0.00228124647933036,0.0582451083053725
"ENSDARG00000062057",1.83591539869508,-1.01010879744393,1.36769158870707,-0.73855012766352,0.460180217594445,NA
"ENSDARG00000067992",11.3502579966013,1.06767102075452,0.536946903372467,1.98841079825336,0.0467662755136454,NA
"ENSDARG00000070502",10.09692546351,-0.392806356408128,0.55117579153019,-0.712669827746984,0.476050091223178,NA
"ENSDARG00000037679",278.338173978587,0.279531955350748,0.116459478551757,2.40025078960419,0.0163838425982867,0.16305466886148
"ENSDARG00000076833",1735.28121175118,0.0601237796729014,0.0888719529084036,0.676521418797541,0.498709651827542,0.771477880914939
"ENSDARG00000012297",93.5327928847338,0.383048971345717,0.185039384985131,2.07009427412708,0.0384435169902671,0.245423217893281
"ENSDARG00000087107",18.0064212551128,-0.428889633803682,0.388277030289799,-1.10459697676056,0.269334261669529,0.596314663224197
"ENSDARG00000099342",5.41404557602775,0.683151566658159,0.735770727412546,0.92848429708609,0.353156409556524,NA
"ENSDARG00000008487",1452.46742958703,0.324588784973945,0.130456973351616,2.4880907216749,0.0128430966583877,0.144540527537094
"ENSDARG00000070239",340.407465930219,0.00099993698797841,0.106488242759836,0.00939011633644459,0.992507881253205,0.997043304629505
"ENSDARG00000074379",91.7833605144884,-0.252010131118654,0.209524416116147,-1.20277214364819,0.229064507289749,0.55363240069964
"ENSDARG00000062854",136.181246378179,0.516697584099831,0.191164365314691,2.70289697166757,0.00687380490398797,0.106571339884839
"ENSDARG00000037619",1.87734987308646,-0.561010384930163,1.28618789143815,-0.436180738960984,0.662705601428847,NA
"ENSDARG00000062585",126.55362918683,-0.248609816899568,0.175241944830284,-1.41866615975038,0.155996367509187,0.465821212544251
"ENSDARG00000074213",70.9634648813266,0.0542662935342902,0.222112703053455,0.24431873003333,0.80698397847514,0.926755954691802
"ENSDARG00000062606",75.2285389822633,0.185703982256593,0.215967379304946,0.859870517733971,0.389860421827957,0.699894163755491
"ENSDARG00000077198",6.1166872284182,0.417108284339052,0.631520137012583,0.6604829519961,0.508943955114272,NA
"ENSDARG00000007678",4783.9165515121,0.0896906155135092,0.0781975014027008,1.14697546474818,0.25139176133935,0.578059391259828
"ENSDARG00000089930",199.933398001897,0.151300581865696,0.144243420171525,1.04892536301329,0.294212471215485,0.621051431108851
"ENSDARG00000078057",120.764317712397,-0.17350431905718,0.208500436314362,-0.832153266075578,0.405322438976539,0.712736486742833
"ENSDARG00000070448",1029.6655982246,0.110875265495211,0.0860857746004253,1.28796268616794,0.197758952466945,0.516491427224894
"ENSDARG00000070449",572.457368471269,0.360700542698404,0.151370383703434,2.38290036580136,0.0171768425691398,0.16703658516658
"ENSDARG00000042988",751.353876457662,0.0752465545366949,0.123606875144307,0.608757032720445,0.542685497599494,0.797333685117136
"ENSDARG00000096506",1.47152403377404,-3.1874247310285,1.76544256948963,-1.80545365004422,0.0710037222845023,NA
"ENSDARG00000070452",250.921883700444,-0.369626418990947,0.138090136997641,-2.67670397775955,0.00743502930099016,0.109580217814378
"ENSDARG00000070454",140.962589577984,-0.0980262187360933,0.171540270768844,-0.571447265978651,0.567696497045614,0.812073303971883
"ENSDARG00000096515",8.13538465030502,-0.793495738691423,0.570431146833015,-1.39104560313167,0.164211598512876,NA
"ENSDARG00000038114",50.0505580859527,-0.195642915649398,0.248228443036042,-0.788156720706625,0.430605040925021,0.730224850817115
"ENSDARG00000008637",565.400852353533,0.185764693048554,0.121442892029869,1.52964648604436,0.126104256341323,0.42655816561683
"ENSDARG00000091609",11.1467504433095,-0.335300650244368,0.55940161770234,-0.599391634978759,0.548911753866822,NA
"ENSDARG00000002634",68.7503883235319,0.251922328064633,0.249705741721805,1.00887679365138,0.313033725910323,0.639194257857237
"ENSDARG00000062467",68.1502960388133,0.243830986598267,0.2110591985936,1.15527296712507,0.247978662426419,0.575397098444281
"ENSDARG00000032808",7.09428971666521,0.0707653109933444,0.752017934959038,0.0941005629037278,0.925029273234569,NA
"ENSDARG00000078318",56.9066392759103,-0.033528679987,0.212808029160898,-0.157553641745584,0.87480853572604,0.956000812676994
"ENSDARG00000018997",1100.22584954494,-0.216201290278107,0.113140238108695,-1.91091422373003,0.0560156048710049,0.293217669300521
"ENSDARG00000099771",436.461157927423,-0.212068729323803,0.0992085873832236,-2.13760456546592,0.0325488508941375,0.226311892401868
"ENSDARG00000045620",474.489181485604,-0.229029069391021,0.134162020990665,-1.70710807499656,0.0878019665110518,0.361549522915989
"ENSDARG00000045618",1884.10372414653,-0.170036443029376,0.0629882776069545,-2.6994934532168,0.0069445122104788,0.106693360549149
"ENSDARG00000057248",113.545875172351,-0.0444245750431993,0.198698619228435,-0.223577673643148,0.823085937766859,0.934683488811176
"ENSDARG00000017985",88.4867422921461,-0.215611086237527,0.200021081994043,-1.07794180537404,0.281059727406464,0.607467735448626
"ENSDARG00000099729",1296.53389979917,0.0379115978632788,0.0803149876278238,0.472036402955816,0.636900805185249,0.847424815817764
"ENSDARG00000102339",2.40300321695562,-0.769180146544152,1.14583028575493,-0.671286276952768,0.502038175171372,NA
"ENSDARG00000089805",786.235191895818,-0.027917889758829,0.0797319079848126,-0.35014701722862,0.726228366896034,0.892004856097293
"ENSDARG00000078525",8.52876365979448,1.78783760512709,3.25305243033863,0.549587700601856,0.58260219672466,NA
"ENSDARG00000079626",48.7391292297178,0.153524020969812,0.362466073083446,0.423554181675006,0.671890976308687,0.86618763533596
"ENSDARG00000057114",177.026667770161,-0.484743149529052,0.188250480733906,-2.57499023449636,0.0100242916842506,0.127968095206584
"ENSDARG00000009026",806.818506232044,0.422242341332944,0.134357593966316,3.1426756677319,0.00167411224595344,0.0489489305787558
"ENSDARG00000014273",1371.4938341752,-0.000652116979958936,0.0697236385540469,-0.00935288222879306,0.992537588468287,0.997043304629505
"ENSDARG00000104795",18.7578955901311,-0.626103209018745,0.531794293941977,-1.17734096839907,0.239059441176111,0.563498806094483
"ENSDARG00000056806",9.43264176743994,0.312079784611149,0.626758496940098,0.497926691277032,0.618535713588469,NA
"ENSDARG00000056797",388.604643334246,0.185500420760141,0.128535571010669,1.44318354290225,0.148968774209372,0.45759479650231
"ENSDARG00000062341",332.55763272759,-0.106685835923484,0.131304475235867,-0.812507233526045,0.416500637630751,0.719608123334134
"ENSDARG00000056742",817.252853124734,0.135726623398915,0.120898257124201,1.12265161324435,0.261585485676254,0.588284690872648
"ENSDARG00000037576",3.64071775545927,0.893597285839285,0.993917022175404,0.899066286120598,0.36861735444262,NA
"ENSDARG00000070431",780.519468974306,-0.191737222056725,0.0843731517932743,-2.27249092847103,0.023056875292004,0.191800784760688
"ENSDARG00000022690",316.303642433584,-0.0904884937362704,0.115354321935147,-0.784439561676272,0.432782232372087,0.731559757897713
"ENSDARG00000056677",41.0191515247371,-0.604089812458748,0.27362524961013,-2.2077268575158,0.0272633194440267,0.206334480969115
